Season,Tm07,Tm08,Tm09,Player,Player,Pos,GP,G,A,PTS,+/-,PIM,SOG,SPCT,SHFT,GWG,GTG,FOW,FOL,FO%,%Tm,PPG,PPA,SHG,SHA,ESG,ESA,PPG,PPA,SHG,SHA,ESG,ESA,ESGFA,PPGFA,SHGFA,ESGAA,PPGAA,SHGAA,MOIEH,MOIPP,MOISH,TMOI,BkS,Hits,MsS,GvA,TkA,BkS,Hits,MsS,GvA,TkA,AESMOI,ASHMOI,APPMOI,PLEH,PLPP,PLSH,PLT,MIEH,MIPP,MISH,MIT,PC,PC*,PCOEH,PCOPPP,PCOPPO,PCOSH,PCOSO,PCO,PCO*,PCDEH,PCDPP,PCDSHK,PCDSHO,PCD,PCD*,Def,Value,WiS Value,OGIT,DIT,RPM,Val OG,ValO,Val D,ValD,Tot,Date of Birth,City,Pr/St,Ctry,Ht,Wgt,Jersey,Shts,Rook,S-O,S-OG,S-OGW,Cap Cost,Nat
2006-07,Flo,Flo,Flo,"Van Ryn, Mike ",Mike Van Ryn,D ,78,4,25,29,-5,64,121,3.3%,2185,0,0,0,1,0.0%,0,1,9,0,1,3,15,1.6,14.7,0,1.1,3,15,2.44,5.56,0.69,2.69,1.96,6.65,1203.9,183.6,261.5,1649,120,91,67,47,26,4.4,3.3,2.4,1.7,0.9,15.4,3.4,2.4,49,17,3,69,54,6,29,89,40.7,49.4,9.5,2.8,-1.6,0.2,0,10.8,13.2,21.7,-0.9,11.1,-2,29.8,36.2,43,1937394,"$2,036,748",31.7,35.7,-8.2,2.5,2.4,0.6,0.6,3.2,14 May '79 ,London ,ON ,CAN ,73,198,26,R ,N,0,0,0,,0
2007-08,Flo,Flo,Flo,"Van Ryn, Mike ",Mike Van Ryn,D,20,0,2,2,-2,14,16,0.0%,,0,0,0,0,0.0%,0,0,0,0,0,0,2,0,0,0,0,0,8.6,1.93,4.55,0,2.36,0,1.2,279.7,26.4,50.2,356.3,19,21,8,5,4,3.2,3.5,1.3,0.8,0.7,14,2.5,1.3,9,2,0,11,11,0,1,12,4.2,23.7,0.1,-1,-0.7,-0.1,0,-1.8,-10.2,3,0.5,3.2,-0.6,6,33.9,51,326399,"$1,338,236",6.1,6.2,-2.2,-0.6,-2.8,-0.3,-1.4,-0.9,May 14 '79 ,London ,ON ,CAN ,73,198,26,R ,,,,,"$2,900,000",0
2006-07,Flo,Flo,Flo,"Horton, Nathan ",Nathan Horton,C ,82,31,31,62,15,61,217,14.3%,2043,3,0,15,16,48.4%,0.6,7,6,1,0,23,25,9.1,7.8,2.5,0,24.5,26.6,3.35,6.21,0.49,2.5,0.26,2.97,1128.1,231.8,121.4,1481.4,25,63,74,34,37,1,2.6,3,1.4,1.5,13.8,1.5,2.8,63,24,1,88,47,1,6,54,74,100,45.6,6.4,-1.4,1.1,4,55.8,75.3,9.2,0.7,9.5,-1.2,18.3,24.7,64,4289078,"$4,289,078",32.4,27.4,13.8,8.8,9.6,3.8,4.1,12.6,29 May '85 ,Welland ,ON ,CAN ,74,229,16,R ,N,7,2,1,,0
2007-08,Flo,Flo,Flo,"Horton, Nathan ",Nathan Horton,RW,82,27,35,62,15,85,212,12.7%,,3,0,29,44,39.7%,1.4,9,10,0,0,18,25,11.1,12.4,0,0,17.4,24.1,3.28,6.92,0,2.46,0.49,3.68,1244.9,242.7,48.9,1536.5,24,81,82,36,27,0.9,3.2,3.2,1.4,1.1,15.2,0.6,3,68,28,0,96,51,2,3,56,56.5,73.6,32.9,15.5,-0.2,-0.6,4.3,51.9,67.6,4.9,0.4,1.9,-2.5,4.6,6,64,4498363,"$4,498,363",37.4,30.8,15.1,7.2,7.9,3.8,4.2,10.8,May 29 '85 ,Welland ,ON ,CAN ,74,229,16,R ,,,,,"$4,000,000",0
2006-07,Pho,Pho,Flo,"Boynton, Nick ",Nick Boynton,D ,59,2,9,11,-13,138,53,3.8%,1466,0,0,0,1,0.0%,0,1,0,0,0,1,9,10.6,0,0,0,1.5,13.4,2.08,4.22,0.39,3.04,2.11,8.96,808.5,28.4,154,990.9,63,68,22,27,10,3.8,4.1,1.3,1.6,0.6,13.7,2.6,0.5,28,2,1,31,41,1,23,65,5.5,11.1,4.1,0.9,0,-0.4,0,4.7,9.5,18.2,-0.6,5.6,-22.3,0.8,1.7,50,827266,"$1,149,760",17.2,24.4,-6.1,-0.2,-0.3,0,0,-0.2,14 Jan '79 ,Nobleton ,ON ,CAN ,74,210,,R ,N,0,0,0,,0
2007-08,Pho,Pho,Flo,"Boynton, Nick ",Nick Boynton,D,79,3,9,12,-9,125,94,3.2%,,0,0,0,0,0.0%,0,0,0,1,0,2,9,0,0,1.6,0,2.1,9.5,1.75,0,1.88,2.54,0,7.54,1132.2,20.8,191,1344,93,93,36,20,16,4.2,4.2,1.6,0.9,0.7,14.3,2.4,0.3,33,0,6,39,48,0,24,72,19.2,28.6,3.9,-0.8,1.5,2,0,6.6,9.9,18.3,0.7,5.1,-11.5,12.6,18.7,34,356746,"$370,293",22.7,33.1,-9.7,-0.5,-0.6,0.3,0.4,-0.2,Jan 14 '79 ,Nobleton ,ON ,CAN ,74,210,44,R ,,,,,"$2,950,000",0
2006-07,Pit,Flo,Flo,"Welch, Noah ",Noah Welch,D ,22,1,1,2,1,22,14,7.1%,420,0,0,0,0,0.0%,,0,0,0,0,1,1,0,0,0,0,4.5,4.5,2.68,2.63,0,2.24,2.63,8.2,268.3,22.8,7.3,298.4,,,,,,0,0,0,0,0,12.2,0.3,1,12,1,0,13,10,1,1,12,2.4,16,0.5,-0.8,0.3,0,0,-0.1,-0.3,6.1,-0.7,0.2,-3.1,2.4,16.3,49,339703,"$1,266,166",5.7,6.6,0.6,-0.5,-3,0.6,3.7,0.1,,,,,,,,,,,,,,1
2006-07,Flo,Flo,Flo,"Welch, Noah ",Noah Welch,D ,2,1,0,1,3,2,4,25.0%,44,0,0,0,0,0.0%,0,0,0,0,0,1,0,0,0,0,0,33.9,0,6.79,0,0,1.7,0,0,35.4,0.9,0,36.3,31,33,9,7,4,51.3,54.6,14.9,11.6,6.6,17.7,0,0.5,4,0,0,4,1,0,0,1,2.7,148.5,1.8,0,0,0,0,1.8,97.1,1.2,0,0,-0.3,0.9,51.4,,,"$165,000",0.9,1,2.9,0.3,16.1,0.8,43,1.1,26 Aug '82 ,Brighton ,MA ,USA ,76,218,6,L ,Y ,0,0,0,,1
2006-07,Flo,Flo,Flo,"Welch, Noah ",Noah Welch,D ,24,2,1,3,4,24,18,11.1%,464,0,0,0,0,0.0%,0,0,0,0,0,2,1,0,0,0,0,7.9,4,3.16,2.53,0,2.17,2.53,8.2,303.7,23.7,7.3,334.7,33,31,9,7,4,5.9,5.6,1.6,1.3,0.7,12.7,0.3,1,16,1,0,17,11,1,1,13,5.1,30.3,2.3,-0.9,0.3,0,0,1.7,10.2,7.2,-0.7,0.2,-3.3,3.4,20.1,45,339703,"$1,160,652",6.6,7.6,3.5,-0.4,-2.2,0.6,3.3,0.2,26 Aug '82 ,Brighton ,MA ,USA ,76,218,6,L ,Y ,0,0,0,,2
2007-08,Flo,Flo,Flo,"Welch, Noah ",Noah Welch,D,4,0,0,0,1,7,0,0.0%,,0,0,0,0,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,1.98,0,0,30.3,0,2,32.3,2,6,2,4,1,3.7,11.2,3.7,7.4,1.9,7.6,0.5,0,2,0,0,2,1,0,0,1,0,0.6,-0.2,0,-0.1,0,0,-0.3,-21.3,0.4,0,0.1,-0.2,0.4,21.9,,,"$165,000",0.9,1,1,-0.2,-11.7,0.3,17.5,0.1,Aug 26 '82 ,Brighton ,MA ,USA ,76,218,27,L ,Y ,,,,"$650,000",0
2006-07,StL,Flo,Flo,"Dvorak, Radek ",Radek Dvorak,RW,82,10,27,37,-6,48,139,7.2%,1758,1,0,10,16,38.5%,0.5,1,8,1,0,8,19,1.7,13.6,3.3,0,9.5,22.5,2.13,3.74,0.66,2.54,0.34,5.97,1014.6,176.5,90.5,1281.6,32,27,71,47,29,1.5,1.3,3.3,2.2,1.4,12.4,1.1,2.2,36,11,1,48,43,1,9,53,21.8,34,9.5,-0.1,-0.4,1.5,0,10.5,16.5,7.8,0.3,4,-1,11.2,17.5,45,937814,"$937,814",26.3,24.2,-3.8,0.6,0.8,1.1,1.4,1.8,09 Mar '77  ,Tabor  , ,CZE  ,74,200,,R  ,N,0,0,0,,0
2007-08,StL,Flo,Flo,"Dvorak, Radek ",Radek Dvorak,RW/LW,67,8,9,17,-1,16,146,5.5%,,1,0,2,10,16.7%,0.3,0,0,1,1,7,8,0,0,1.7,1.7,10.2,11.7,1.53,0,1,1.83,0,7.69,821.8,11.5,179.5,1012.8,36,50,45,15,36,2.1,3,2.7,0.9,2.1,12.3,2.7,0.2,21,0,3,24,25,0,23,48,14.6,28.8,2.4,-0.6,0.5,1.7,0,3.9,7.8,4.9,0,2.7,3,10.6,21,56,1209271,"$1,480,003",15.9,21.8,-2.6,-0.5,-0.8,0.4,0.7,-0.1,Mar 09 '77 ,Tabor ,,CZE ,74,200,14,R ,,,,,"$1,550,000",0
2006-07,Was,Flo,Flo,"Zednik, Richard ",Richard Zednik,LW,32,6,12,18,-4,16,68,8.8%,647,1,0,1,2,33.3%,,1,5,0,0,5,7,2.8,14.1,0,0,16.4,23,2.46,6.19,0,2.46,1.12,10.11,365.8,106.7,29.7,502.1,,,,,,0,0,0,0,0,11.4,0.9,3.3,15,11,0,26,15,2,5,22,10.5,41.9,7.9,1.2,0.1,-0.4,-1.4,7.4,29.5,2.4,-0.1,0.1,0.7,3.1,12.3,43,662287,"$1,697,110",10.9,9.3,-0.6,1.5,4.7,0.1,0.3,1.6,,,,,,,,,,,,,,1
2006-07,NYI,Flo,Flo,"Zednik, Richard ",Richard Zednik,LW,10,1,2,3,-2,2,15,6.7%,155,0,0,0,1,0.0%,42,0,0,0,0,1,2,0,0,0,0,9.7,19.5,1.95,0,0,1.95,0,0,123.3,3.7,1.5,128.5,36,15,20,14,16,16.8,7,9.3,6.5,7.5,12.3,0.1,0.4,4,0,0,4,4,0,0,4,1.7,26.1,0.8,-0.2,-0.1,0,0,0.5,8.2,0.5,0,0.1,0.6,1.2,18,,,"$165,000",2.6,2.4,-2.7,-0.2,-3,-0.3,-4.5,-0.5,06 Jan '76 ,Bystrica ,,SVK ,72,200,20,L ,N,1,0,0,,1
2006-07,NYI,Flo,Flo,"Zednik, Richard ",Richard Zednik,LW,42,7,14,21,-6,18,83,8.4%,802,1,0,1,3,25.0%,0.1,1,5,0,0,6,9,2.7,13.6,0,0,14.7,22.1,2.33,5.98,0,2.33,1.09,9.63,489.1,110.4,31.2,630.6,15,36,20,14,16,1.4,3.4,1.9,1.3,1.5,11.6,0.7,2.6,19,11,0,30,19,2,5,26,12.2,38.7,8.8,1,0,-0.4,-1.4,7.9,25.2,2.9,-0.1,0.2,1.3,4.3,13.5,33,662287,"$1,293,037",13.5,11.7,-3.3,1.1,2.8,0,0,1.1,06 Jan '76 ,Bystrica ,0,SVK ,72,200,20,L ,N,1,0,0,,2
2007-08,NYI,Flo,Flo,"Zednik, Richard ",Richard Zednik,LW,54,15,11,26,-5,43,140,10.7%,,5,0,0,2,0.0%,0,6,3,0,0,9,8,11,5.5,0,0,13.8,12.2,2.22,6.98,0,2.53,0.37,0,783.8,163.4,2.4,949.5,26,51,53,15,22,1.6,3.2,3.3,0.9,1.4,14.5,0,3,29,19,0,48,33,1,0,34,15.7,33,8.7,7,-0.6,0,-0.9,14.1,29.7,2.9,0.3,0.1,-1.8,1.6,3.3,47,1614648,"$2,451,873",21,16.1,-4.6,1.2,2.2,-0.1,-0.2,0.8,Jan 06 '76 ,Bystrica ,,SVK ,72,200,20,L ,,,,,"$1,625,000",0
2006-07,Flo,Flo,Flo,"Globke, Rob ",Rob Globke,C ,19,0,1,1,-3,0,15,0.0%,171,0,0,0,0,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,10.6,0.53,0,0,2.11,0,0,113.7,1.5,0.1,115.3,3,10,2,2,4,1.6,5.2,1,1,2.1,6,0,0.1,1,0,0,1,4,0,0,4,0.9,14.8,-1.7,-0.1,-0.1,0,0,-1.9,-33,1.2,0,0,1.5,2.8,47.8,,,"$165,000",2.3,2.2,-3.1,-0.8,-13.7,-0.4,-6.8,-1.2,24 Oct '82 ,Farmington ,MI ,USA ,74,208,51,R ,Y ,0,0,0,,0
2007-08,Flo,Flo,Flo,"Globke, Rob ",Rob Globke,RW/C,9,0,0,0,-3,2,4,0.0%,,0,0,0,1,0.0%,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0,0,65.3,0.4,3.8,69.5,2,7,4,3,1,1.7,6,3.5,2.6,0.9,7.3,0.4,0,0,0,0,0,3,0,0,3,-0.9,-25.8,-1.6,0,0.3,0,0,-1.4,-38.9,0.2,0,0.2,0,0.5,13.1,,,"$165,000",1.3,1.2,-3,-0.6,-16.3,-0.5,-13.6,-1.1,Oct 24 '82 ,Farmington ,MI ,USA ,74,208,51,R ,,,,,"$495,000",0
2006-07,Van,Phi,Flo,"Fitzpatrick, Rory ",Rory Fitzpatrick,D ,58,1,6,7,12,46,41,2.4%,1200,1,0,1,0,100.0%,0,0,0,0,2,1,4,0,0,0,5.1,1.8,7.1,2.38,0,1.02,1.41,0,2.55,680.8,19,117.7,817.4,40,37,17,14,9,2.9,2.7,1.2,1,0.7,11.7,2,0.3,27,0,2,29,16,0,5,21,26.7,65.3,-0.9,-0.7,0.1,1.3,0,-0.2,-0.5,21.4,0.4,9.4,-4.4,26.9,65.8,60,1205660,"$1,704,554",13.7,17.7,9.2,-0.8,-1.7,4.3,9,3.5,11 Jan '75  ,Rochester  ,NY  ,USA  ,74,210,,R  ,N,0,0,0,,0
2007-08,Van,Phi,Flo,"Fitzpatrick, Rory ",Rory Fitzpatrick,D,19,0,1,1,-12,11,10,0.0%,,0,0,0,0,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,5.3,0.8,14.01,0,3.99,0,5.1,225.8,4.3,11.8,241.8,18,19,3,6,0,4.5,4.7,0.7,1.5,0,11.9,0.6,0.2,3,1,0,4,15,0,1,16,1.4,11.3,-1.1,-0.2,1,0,0,-0.3,-2.6,-0.3,0.1,1.2,0.6,1.7,13.9,,,"$165,000",5,5.3,-11.6,-0.7,-5.4,-2.8,-21.7,-3.5,Jan 11 '75 ,Rochester ,NY ,USA ,74,210,8,R ,,,,,"$550,000",0
2006-07,Flo,Flo,Flo,"Olesz, Rostislav ",Rostislav Olesz,C ,75,11,19,30,2,28,164,6.7%,1664,2,0,7,5,58.3%,0.2,2,1,0,1,9,17,8,4,0,1.4,12.4,23.4,2.27,7.2,0.56,2.27,1.6,6.14,872.7,75,215.2,1162.9,38,86,71,33,44,2,4.4,3.7,1.7,2.3,11.6,2.9,1,33,9,2,44,33,2,22,57,33,56.8,14.3,0.4,-1.1,-1.3,-1.7,10.6,18.2,8.7,-0.1,9,4.9,22.4,38.6,55,1262474,"$1,380,305",20.9,24.2,-0.4,1.1,1.5,1.6,2.2,2.7,10 Oct '85 ,Bilovec ,,CZE ,73,214,85,L ,N,3,0,0,,0
2007-08,Flo,Flo,Flo,"Olesz, Rostislav ",Rostislav Olesz,LW/RW,56,14,12,26,3,16,139,10.1%,,2,0,7,3,70.0%,0.3,5,4,0,0,9,8,10.2,8.2,0,0,15.8,14,2.1,9.83,0.48,1.84,0.41,3.36,684.3,146.5,124.9,955.7,25,69,39,19,35,1.6,4.3,2.4,1.2,2.2,12.2,2.2,2.6,24,24,1,49,21,1,7,29,23.9,50.1,10.7,6.5,-1.1,-1.5,-2.7,11.9,24.9,4,0.2,5.1,2.7,12,25.2,60,2151685,"$3,150,682",19.8,16.1,3.4,1.6,2.6,1.2,2,2,Oct 10 '85 ,Bilovec ,,CZE ,73,214,85,L ,,,,,"$984,200",0
2007-08,,Flo,Flo,"Matthias, Shawn ",Shawn Matthias,C,4,2,0,2,-2,2,5,40.0%,,0,0,17,21,44.7%,14.6,1,0,0,0,1,0,42.8,0,0,0,26.4,0,1.32,8.55,0,3.96,0,0,45.5,7,0,52.5,1,1,5,1,1,1.1,1.1,5.7,1.1,1.1,11.4,0,1.8,1,1,0,2,3,0,0,3,2.7,103.5,1,1.8,0,0,0,2.8,107,0,0,0,-0.1,-0.1,-3.6,,,"$165,000",1.4,1.1,-2,0.3,10.1,-0.3,-10.1,0.1,Feb 19 '88 ,Mississauga ,ON ,CAN ,74,213,41,L ,Y ,,,,"$850,000",0
2007-08,,Flo,Flo,"Meyer, Stefan ",Stefan Meyer,LW,4,0,0,0,-1,0,0,0.0%,,0,0,3,3,50.0%,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19,0,0,9.7,0,0,9.7,0,6,0,0,0,0,37.1,0,0,0,2.4,0,0,0,0,0,0,1,0,0,1,0.1,16.1,-0.2,0,0.3,0,0,0.1,19.2,-0.1,0,0,0.1,0,-3.1,,,"$165,000",0.5,0.5,-1,-0.2,-41.2,-0.2,-41.2,-0.4,Jul 20 '85 ,Medicine Hat ,SK ,CAN ,74,194,64,L ,Y ,,,,"$683,333",0
2006-07,Flo,Flo,Flo,"Weiss, Stephen ",Stephen Weiss,C ,74,20,28,48,-1,28,176,11.4%,1805,1,0,543,639,45.9%,26.2,10,11,0,2,10,15,16.2,17.8,0,3.2,13.4,20.1,2.89,8.43,0.64,2.89,0.32,6.41,894.3,185,187.2,1266.4,42,44,39,39,35,2,2.1,1.8,1.8,1.7,12.1,2.5,2.5,43,26,2,71,43,1,20,64,50.3,79.4,13.7,19.5,-1.2,0.1,-0.6,31.5,49.8,4.8,0.5,7.2,6.2,18.8,29.6,52,2412274,"$2,673,060",28.4,27.1,-2.1,4.6,5.6,1.4,1.7,5.9,03 Apr '83 ,Toronto ,ON ,CAN ,71,185,9,L ,N,0,0,0,,0
2007-08,Flo,Flo,Flo,"Weiss, Stephen ",Stephen Weiss,C,74,13,29,42,14,40,132,9.8%,,4,0,613,585,51.2%,27.1,4,9,0,0,9,20,5.9,13.4,0,0,10.5,23.2,2.96,7.42,0,2.09,0.3,6.36,1033.3,202.1,66.1,1301.4,26,26,47,29,30,1.2,1.2,2.2,1.3,1.4,14,0.9,2.7,51,25,0,76,36,1,7,44,25.3,38.8,13.5,7,-0.8,-0.8,-0.9,17.9,27.6,5.1,0.4,1.9,0,7.3,11.3,68,3018660,"$3,345,002",30,25.3,14.1,1.9,2.4,3.4,4.3,4.5,Apr 03 '83 ,Toronto ,ON ,CAN ,71,185,9,L ,,,,,"$3,100,000",0
2007-08,,Flo,Flo,"Glass, Tanner ",Tanner Glass,LW,41,1,1,2,-5,39,11,9.1%,,0,0,0,2,0.0%,0,0,0,0,0,1,1,0,0,0,0,6.6,6.6,1.32,0,0,2.98,0,0,181.3,0,0,181.3,5,29,3,0,1,1.7,9.6,1,0,0.3,4.4,0,0,4,0,0,4,9,0,0,9,-0.1,-1.1,-1.1,0,0.3,0,0,-0.8,-9.2,0.4,0,0,0.3,0.7,8.1,45,165000,"$165,000",5.9,5.5,-5.1,-1.9,-21,-0.7,-7.7,-2.5,Nov 29 '83 ,Regina ,SK ,CAN ,72,200,37,L ,Y ,,,,"$570,000",0
2006-07,Flo,Flo,Flo,"Peltonen, Ville ",Ville Peltonen,LW,72,17,20,37,7,28,145,11.7%,1662,0,0,11,24,31.4%,0.8,4,2,0,1,13,17,18,9,0,1.3,17.8,23.2,2.94,8.1,0.25,2.53,0.9,8.06,877.5,66.7,238.2,1182.4,32,50,58,27,41,1.6,2.5,2.9,1.4,2.1,12.2,3.3,0.9,43,9,1,53,37,1,32,70,49.9,84.5,21.5,6,-1.1,-1.6,8,32.8,55.5,7.3,0.1,4.6,5.1,17.1,28.9,59,2323306,"$2,645,987",23.9,29.9,3.5,2.8,3.8,2.8,3.8,5.6,24 May '73 ,Vantaa ,,FIN ,71,182,18,L ,N,7,3,0,,0
2007-08,Flo,Flo,Flo,"Peltonen, Ville ",Ville Peltonen,LW,56,5,15,20,-2,20,108,4.6%,,0,0,3,13,18.8%,0.4,1,2,0,0,4,13,4.5,9,0,0,6.7,21.8,2.26,4.51,0,2.43,0,8.14,716.1,66.6,103.2,885.9,31,33,33,28,23,2.1,2.2,2.2,1.9,1.6,12.8,1.8,1.2,27,5,0,32,29,0,14,43,4.6,10.5,4.8,0.4,-1.8,-1.3,-3.6,-1.3,-3,3.1,0.2,1.3,1.5,6,13.5,54,829596,"$1,214,766",16.9,19.1,-3,-0.5,-0.9,0.2,0.4,-1.3,May 24 '73 ,Vantaa ,,FIN ,71,182,18,L ,,,,,"$1,100,000",0
2006-07,LA,LA,LA,"Frolov, Alexander ",Alexander Frolov,LW,82,35,36,71,-8,34,195,17.9%,2065,6,0,7,12,36.8%,0.4,10,18,1,2,24,16,8.2,14.7,2.4,4.8,25.2,16.8,2.68,8.01,1.43,2.84,0.49,10.04,1142.3,367.2,125.5,1635,21,40,75,63,24,0.8,1.5,2.8,2.3,0.9,13.9,1.5,4.5,51,49,3,103,54,3,21,78,79.2,96.9,34.2,16,1.1,2.6,8,61.9,75.8,7,0.4,0.6,9.3,17.3,21.2,39,4442316,"$4,442,316",38.3,32.9,9,8.5,8,3.7,3.5,12.3,19 Jun '82 ,Moscow ,,RUS ,74,210,,R ,N,9,4,0,,0
2007-08,LA,LA,LA,"Frolov, Alexander ",Alexander Frolov,LW,71,23,44,67,1,22,160,14.4%,,7,0,2,9,18.2%,0.2,5,13,0,0,18,31,5.8,15.1,0,0,20.3,35,3.33,5.83,0,2.99,1.17,4.11,1062.6,257.5,14.6,1334.7,18,22,64,70,45,0.8,1,2.9,3.1,2,15,0.2,3.6,59,25,0,84,53,5,1,59,53.5,80.1,43.2,6.8,-5.7,-0.2,-1.9,42.2,63.3,3.9,0.1,0.9,6.3,11.2,16.8,49,3351484,"$3,870,728",31.4,26.2,14.4,10.4,12.9,3.7,4.6,13.5,Jun 19 '82 ,Moscow ,,RUS ,74,210,24,R ,,,,,"$2,900,000",0
2006-07,LA,LA,LA,"Kopitar, Anze ",Anze Kopitar,C ,72,20,41,61,-12,24,193,10.4%,1895,1,0,555,649,46.1%,28.8,7,22,2,0,11,19,6.3,19.8,4,0,13.3,22.9,2.47,7.92,0.79,2.96,0.36,6.75,994.5,333.1,151,1478.7,33,55,82,37,41,1.3,2.2,3.3,1.5,1.7,13.8,2.1,4.6,41,44,2,87,49,2,17,68,65.8,89.1,13.9,14.2,1,2.3,11,42.4,57.3,5.5,0.6,6.4,11,23.4,31.7,36,2230753,"$2,540,580",33.2,28,2.6,5.6,5.7,2.3,2.3,7.9,24 Aug '87 ,Jesenice ,,SVN ,76,220,11,L ,Y ,9,5,2,,0
2007-08,LA,LA,LA,"Kopitar, Anze ",Anze Kopitar,C,82,32,45,77,-15,22,201,15.9%,,3,0,566,584,49.2%,25,12,22,2,2,18,21,10.8,19.8,6.3,6.3,17,19.9,2.55,7.93,2.53,3.36,0.36,9.49,1268.6,333,94.9,1696.4,40,47,81,85,52,1.4,1.7,2.9,3,1.8,15.5,1.2,4.1,54,44,4,102,71,2,15,88,83.1,97.9,27.5,24.3,4.5,6,6.7,69,81.3,2.4,0.8,1,9.9,14.1,16.6,34,3090123,"$3,090,123",39.2,33.2,-1.6,11.5,10.8,1.4,1.3,13.2,Aug 24 '87 ,Jesenice ,,SVN ,76,220,11,L ,,,,,"$955,867",0
2007-08,,LA,LA,"Murray, Brady ",Brady Murray,LW,4,1,0,1,-2,6,2,50.0%,,0,0,16,15,51.6%,12.8,0,0,0,0,1,0,0,0,0,0,30.4,0,1.52,0,0,4.56,0,0,39.5,1.4,4.3,45.2,2,6,1,2,0,2.7,8,1.3,2.7,0,9.9,1.1,0.4,1,0,0,1,3,0,0,3,-0.4,-18.1,1.2,-0.1,-0.3,-0.1,0,0.7,32,-0.2,0,0.4,-1.4,-1.1,-50.1,,,"$165,000",1,1,-1.6,0,0,-0.2,-7.8,-0.2,Aug 17 '84 ,Brandon ,MB ,CAN ,70,185,15,L ,Y ,,,,"$942,400",0
2007-08,,LA,LA,"Boyle, Brian ",Brian Boyle,C,8,4,1,5,4,4,19,21.1%,,0,0,37,43,46.3%,16.7,0,0,0,0,4,1,0,0,0,0,51.5,12.9,5.15,0,0,2.57,0,0,93.3,15.7,0,109,2,10,1,0,1,1.1,5.5,0.6,0,0.6,11.7,0,2,8,0,0,8,4,0,0,4,7.2,132.5,7.2,-0.8,0.3,0,0,6.8,124.3,0.6,0,0,-0.2,0.4,8.2,,,"$165,000",2.6,2.6,5.2,1,16,1,16,2,Dec 18 '84 ,Hingham ,MA ,USA ,78,222,22,L ,Y ,,,,"$835,000",0
2006-07,Phi,,LA,"Gauthier, Denis ",Denis Gauthier,D ,43,0,4,4,-11,45,23,0.0%,916,0,0,0,0,0.0%,0,0,0,0,2,0,2,0,0,0,3,0,4.6,2.32,0,1.52,4.29,0,5.78,516.9,2,197.2,716.1,87,111,10,21,6,7.3,9.3,0.8,1.8,0.5,12,4.6,0,20,0,5,25,37,0,19,56,2.5,7,-2.5,-0.1,-0.2,1,0,-1.8,-5,-2,0.1,11.5,-5.3,4.3,11.9,27,165000,"$165,000",12.2,20.6,-5.3,-1.6,-3.5,0.2,0.4,-1.3,01 Oct '76 ,Montreal ,QC ,CAN ,75,224,,L ,N,0,0,0,,0
2006-07,LA,LA,LA,"Armstrong, Derek ",Derek Armstrong,C ,67,11,33,44,13,62,109,10.1%,1506,0,0,403,439,47.9%,21.4,3,6,0,0,8,27,5,9.9,0,0,11.7,39.6,3.38,4.63,0,2.35,0,17.25,817.2,181.5,10.4,1009.2,18,58,46,43,15,1.1,3.4,2.7,2.6,0.9,12.2,0.2,2.7,46,14,0,60,32,0,3,35,22.8,45.1,19.7,0.7,0.7,-0.1,-0.4,20.6,40.8,8.5,0.5,-0.8,-6,2.2,4.3,55,1630960,"$1,996,100",21.7,19.3,23.8,4.6,7.7,5.4,9,10,23 Apr '73 ,Ottawa ,ON ,CAN ,72,190,7,R ,N,1,0,0,,0
2007-08,LA,LA,LA,"Armstrong, Derek ",Derek Armstrong,C,77,8,27,35,4,63,118,6.8%,,2,0,380,370,50.7%,17.2,1,7,0,0,7,20,2.3,16.3,0,0,9.5,27,2.9,4.65,0,2.57,0.46,0,888.3,129,5.5,1022.7,29,106,41,43,19,1.7,6.2,2.4,2.5,1.1,11.5,0.1,1.7,43,10,0,53,38,1,0,39,20.3,39.6,12.7,2.6,0.5,-0.1,0,15.8,30.9,5.4,0.2,0.5,-1.7,4.5,8.8,47,1009425,"$1,074,972",22,19.9,13.1,2.3,4,3.1,5.4,5.3,Apr 23 '73 ,Ottawa ,ON ,CAN ,72,190,7,R ,,,,,"$1,500,000",0
2006-07,LA,LA,LA,"Brown, Dustin ",Dustin Brown,LW,81,17,29,46,-21,54,195,8.7%,2051,1,0,38,39,49.4%,1.6,13,12,0,1,4,16,13.1,12.1,0,1.6,4.7,18.7,2.11,7.44,0.31,3.1,0.4,9.03,1024.8,298.3,192.7,1515.8,31,258,78,41,24,1.2,10.2,3.1,1.6,1,12.7,2.4,3.7,36,37,1,74,53,2,29,84,36.3,48,-2.3,18.3,1,-1.7,8.4,23.7,31.3,5.1,0.4,3.1,3.9,12.6,16.6,25,1095974,"$1,109,505",32.1,31,-8.1,1.1,1.1,0.5,0.5,1.6,04 Nov '84 ,Ithaca ,NY ,USA ,72,200,,R ,N,8,4,1,,0
